key,V0,都道府県,市区町村郡
1,30,,（2）から（9）までに掲げる地方以外の地方
2,32,北海道,札幌市
2,32,北海道,小樽市
2,32,北海道,網走市
2,32,北海道,留萌市
2,32,北海道,稚内市
2,32,北海道,江別市
2,32,北海道,紋別市
2,32,北海道,名寄市
2,32,北海道,千歳市
2,32,北海道,恵庭市
2,32,北海道,北広島市
2,32,北海道,石狩市
2,32,北海道,石狩郡
2,32,北海道,厚田郡
2,32,北海道,浜益郡
2,32,北海道,空知郡のうち南幌町
2,32,北海道,夕張郡のうち由仁町及び長沼町
2,32,北海道,上川郡のうち風連町及び下川町
2,32,北海道,中川郡のうち美深町、音威子村及び中川町
2,32,北海道,増毛郡
2,32,北海道,留萌郡
2,32,北海道,苫前郡
2,32,北海道,天塩郡
2,32,北海道,宗谷郡
2,32,北海道,枝幸郡
2,32,北海道,礼文郡
2,32,北海道,利尻郡
2,32,北海道,網走郡のうち東藻琴村、女満別町及び美幌町
2,32,北海道,斜里郡のうち清里町及び小清水町
2,32,北海道,常呂郡のうち端野町、佐呂間町及び常呂町
2,32,北海道,紋別郡のうち上湧別町、湧別町、興部町
2,32,北海道,西興部村及び雄武町
2,32,北海道,勇払郡のうち追分町及び穂別町
2,32,北海道,沙流郡のうち平取町
2,32,北海道,新冠郡
2,32,北海道,静内郡
2,32,北海道,三石郡
2,32,北海道,浦河郡
2,32,北海道,様似郡
2,32,北海道,幌泉郡
2,32,北海道,厚岸郡のうち厚岸町
2,32,北海道,川上郡
2,32,岩手県,久慈市
2,32,岩手県,岩手郡のうち葛巻町
2,32,岩手県,下閉伊郡のうち田野畑村及び普代村
2,32,岩手県,九戸郡のうち野田村及び山形村
2,32,岩手県,二戸郡
2,32,秋田県,秋田市
2,32,秋田県,大館市
2,32,秋田県,本荘市
2,32,秋田県,鹿角市
2,32,秋田県,鹿角郡
2,32,秋田県,北秋田郡のうち鷹巣町、比内町、合川町及び上小阿仁村
2,32,秋田県,南秋田郡のうち五城目町、昭和町、八郎潟町、飯田川町、天王町及び井川町
2,32,秋田県,由利郡のうち仁賀保町、金浦町、象潟町、岩城町及び西目町
2,32,山形県,鶴岡市
2,32,山形県,酒田市
2,32,山形県,西田川郡
2,32,山形県,飽海郡のうち遊佐町
2,32,茨城県,水戸市
2,32,茨城県,下妻市
2,32,茨城県,ひたちなか市
2,32,茨城県,東茨城郡のうち内原町
2,32,茨城県,西茨城郡のうち友部町及び岩間町
2,32,茨城県,新治郡のうち八郷町
2,32,茨城県,真壁郡のうち明野町及び真壁町
2,32,茨城県,結城郡
2,32,茨城県,猿島郡のうち五霞町、猿島町及び境町
2,32,埼玉県,川越市
2,32,埼玉県,大宮市
2,32,埼玉県,所沢市
2,32,埼玉県,狭山市
2,32,埼玉県,上尾市
2,32,埼玉県,与野市
2,32,埼玉県,入間市
2,32,埼玉県,桶川市
2,32,埼玉県,久喜市
2,32,埼玉県,富士見市
2,32,埼玉県,上福岡市
2,32,埼玉県,蓮田市
2,32,埼玉県,幸手市
2,32,埼玉県,北足立郡のうち伊奈町
2,32,埼玉県,入間郡のうち大井町及び三芳町
2,32,埼玉県,南埼玉郡
2,32,埼玉県,北葛飾郡のうち栗橋町、鷺宮町及び杉戸町
2,32,東京都,八王子市
2,32,東京都,立川市
2,32,東京都,昭島市
2,32,東京都,日野市
2,32,東京都,東村山市
2,32,東京都,福生市
2,32,東京都,東大和市
2,32,東京都,武蔵村山市
2,32,東京都,羽村市
2,32,東京都,あきる野市
2,32,東京都,西多摩郡のうち瑞穂町
2,32,神奈川県,足柄上郡のうち山北町
2,32,神奈川県,津久井郡のうち津久井町、相模湖町及び藤野町
2,32,新潟県,両津市
2,32,新潟県,佐渡郡
2,32,新潟県,岩船郡のうち山北町及び粟島浦村
2,32,福井県,敦賀市
2,32,福井県,小浜市
2,32,福井県,三方郡
2,32,福井県,遠敷郡
2,32,福井県,大飯郡
2,32,山梨県,富士吉田市
2,32,山梨県,南巨摩郡のうち南部町及び富沢町
2,32,山梨県,南都留郡のうち秋山村、道志村、忍野村、山中湖村及び鳴沢村
2,32,岐阜県,多治見市
2,32,岐阜県,関市
2,32,岐阜県,美濃市
2,32,岐阜県,美濃加茂市
2,32,岐阜県,各務原市
2,32,岐阜県,可児市
2,32,岐阜県,損斐郡のうち藤橋村及び坂内村
2,32,岐阜県,本巣郡のうち根尾村
2,32,岐阜県,山県郡
2,32,岐阜県,武儀郡のうち洞戸村及び武芸川町
2,32,岐阜県,加茂郡のうち坂祝町及び富加町
2,32,静岡県,静岡市
2,32,静岡県,浜松市
2,32,静岡県,清水市
2,32,静岡県,富士宮市
2,32,静岡県,島田市
2,32,静岡県,磐田市
2,32,静岡県,焼津市
2,32,静岡県,掛川市
2,32,静岡県,藤枝市
2,32,静岡県,袋井市
2,32,静岡県,湖西市
2,32,静岡県,富士郡
2,32,静岡県,庵原郡
2,32,静岡県,志太郡
2,32,静岡県,榛名郡のうち御前崎町、相良町、榛原町、吉田町及び金谷町
2,32,静岡県,小笠郡
2,32,静岡県,磐田郡のうち浅羽町、福田町、竜洋町及び豊田町
2,32,静岡県,浜名郡
2,32,静岡県,引佐郡のうち細江町及び三ヶ日町
2,32,愛知県,豊橋市
2,32,愛知県,瀬戸市
2,32,愛知県,春日井市
2,32,愛知県,豊川市
2,32,愛知県,豊田市
2,32,愛知県,小牧市
2,32,愛知県,犬山市
2,32,愛知県,尾張旭市
2,32,愛知県,日進市
2,32,愛知県,愛知郡
2,32,愛知県,丹羽郡
2,32,愛知県,額田郡のうち額田町
2,32,愛知県,宝飯郡
2,32,愛知県,西加茂郡のうち三好町
2,32,滋賀県,大津市
2,32,滋賀県,草津市
2,32,滋賀県,守山市
2,32,滋賀県,滋賀郡
2,32,滋賀県,栗太郡
2,32,滋賀県,伊香郡
2,32,滋賀県,高島郡
2,32,京都府,
2,32,大阪府,高槻市
2,32,大阪府,枚方市
2,32,大阪府,八尾市
2,32,大阪府,寝屋川市
2,32,大阪府,大東市
2,32,大阪府,柏原市
2,32,大阪府,東大阪市
2,32,大阪府,四条畷市
2,32,大阪府,交野市
2,32,大阪府,三島郡
2,32,大阪府,南河内郡のうち太子町、河南町及び千早赤阪村
2,32,兵庫県,姫路市
2,32,兵庫県,相生市
2,32,兵庫県,豊岡市
2,32,兵庫県,龍野市
2,32,兵庫県,赤穂市
2,32,兵庫県,西脇市
2,32,兵庫県,加西市
2,32,兵庫県,篠山市
2,32,兵庫県,多可郡
2,32,兵庫県,飾磨郡
2,32,兵庫県,神崎郡
2,32,兵庫県,揖保郡
2,32,兵庫県,赤穂郡
2,32,兵庫県,宍粟郡
2,32,兵庫県,城崎郡
2,32,兵庫県,出石郡
2,32,兵庫県,美方郡
2,32,兵庫県,養父郡
2,32,兵庫県,朝来郡
2,32,兵庫県,氷上郡
2,32,奈良県,奈良市
2,32,奈良県,大和高田市
2,32,奈良県,大和郡山市
2,32,奈良県,天理市
2,32,奈良県,橿原市
2,32,奈良県,桜井市
2,32,奈良県,御所市
2,32,奈良県,生駒市
2,32,奈良県,香芝市
2,32,奈良県,添上郡
2,32,奈良県,山辺郡
2,32,奈良県,生駒郡
2,32,奈良県,磯城郡
2,32,奈良県,宇陀郡のうち大宇陀町、菟田野町、榛原町及び室生村
2,32,奈良県,高市郡
2,32,奈良県,北葛城郡
2,32,鳥取県,鳥取市
2,32,鳥取県,岩美郡
2,32,鳥取県,八頭郡のうち郡家町、船岡町、八東町及び若桜町
2,32,島根県,益田市
2,32,島根県,美濃市のうち匹見町
2,32,島根県,鹿足郡のうち日原町
2,32,島根県,隠岐郡
2,32,岡山県,岡山市
2,32,岡山県,倉敷市
2,32,岡山県,玉野市
2,32,岡山県,笠岡市
2,32,岡山県,備前市
2,32,岡山県,和気郡のうち日生町
2,32,岡山県,邑久郡
2,32,岡山県,児島郡
2,32,岡山県,都窪郡
2,32,岡山県,浅口郡
2,32,広島県,広島市
2,32,広島県,竹原市
2,32,広島県,三原市
2,32,広島県,尾道市
2,32,広島県,福山市
2,32,広島県,東広島市
2,32,広島県,安芸郡のうち府中町
2,32,広島県,佐伯郡のうち湯来町及び吉和村
2,32,広島県,山県郡のうち筒賀村
2,32,広島県,賀茂郡のうち河内町
2,32,広島県,豊田郡のうち本郷町
2,32,広島県,御調郡のうち向島町
2,32,広島県,沼隅郡
2,32,福岡県,山田市
2,32,福岡県,甘木市
2,32,福岡県,八女市
2,32,福岡県,豊前市
2,32,福岡県,小郡市
2,32,福岡県,嘉穂郡のうち桂川町、稲築町、碓井町及び嘉穂町
2,32,福岡県,朝倉郡
2,32,福岡県,浮羽郡
2,32,福岡県,三井郡
2,32,福岡県,八女郡
2,32,福岡県,田川郡のうち添田町、川崎町、大任町及び赤村
2,32,福岡県,京都郡のうち犀川町
2,32,福岡県,築上郡
2,32,熊本県,山鹿郡
2,32,熊本県,菊地市
2,32,熊本県,玉名郡のうち菊水町、三加和町及び南関町
2,32,熊本県,鹿本郡
2,32,熊本県,菊池郡
2,32,熊本県,阿蘇郡のうち一の宮町、阿蘇町、産山村、波野村、蘇陽町、高森町、白水村、久木野村、長陽村及び西原村
2,32,大分県,大分市
2,32,大分県,別府市
2,32,大分県,中津市
2,32,大分県,日田市
2,32,大分県,佐伯市
2,32,大分県,臼杵市
2,32,大分県,津久見市
2,32,大分県,竹田市
2,32,大分県,豊後高田市
2,32,大分県,杵築市
2,32,大分県,宇佐市
2,32,大分県,西国東郡
2,32,大分県,東国東郡
2,32,大分県,速見郡
2,32,大分県,大分郡のうち野津原町、狭間町及び庄内町
2,32,大分県,北海部郡
2,32,大分県,南海部郡
2,32,大分県,大野郡
2,32,大分県,直入郡
2,32,大分県,下毛郡
2,32,大分県,宇佐郡
2,32,宮崎県,西臼杵郡のうち高千穂町及び日之影町
2,32,宮崎県,東臼杵郡のうち北川町
3,34,北海道,函館市
3,34,北海道,室蘭市
3,34,北海道,苫小牧市
3,34,北海道,根室市
3,34,北海道,登別市
3,34,北海道,伊達市
3,34,北海道,松前郡
3,34,北海道,上磯郡
3,34,北海道,亀田郡
3,34,北海道,茅部郡
3,34,北海道,斜里郡のうち斜里町
3,34,北海道,虻田郡
3,34,北海道,岩内郡のうち共和町
3,34,北海道,積丹郡
3,34,北海道,古平郡
3,34,北海道,余市郡
3,34,北海道,有珠郡
3,34,北海道,白老郡
3,34,北海道,勇払郡のうち早来町、厚真町及び鵡川町
3,34,北海道,沙流郡のうち門別町
3,34,北海道,厚岸郡のうち浜中町
3,34,北海道,野付郡
3,34,北海道,標津郡
3,34,北海道,目梨郡
3,34,青森県,
3,34,岩手県,二戸市
3,34,岩手県,九戸郡のうち軽米町、種市町、大野村及び九戸村
3,34,秋田県,能代市
3,34,秋田県,男鹿市
3,34,秋田県,北秋田郡のうち田代町
3,34,秋田県,山本郡
3,34,秋田県,南秋田郡のうち若美町及び大潟村
3,34,茨城県,土浦市
3,34,茨城県,石岡市
3,34,茨城県,龍ヶ崎市
3,34,茨城県,水海道市
3,34,茨城県,取手市
3,34,茨城県,岩井市
3,34,茨城県,牛久市
3,34,茨城県,つくば市
3,34,茨城県,東茨城郡のうち茨城町、小川町、美野里町及び大洗町
3,34,茨城県,鹿島郡のうち旭村、鉾田町及び大洋村
3,34,茨城県,行方郡のうち麻生町、北浦町及び玉造町
3,34,茨城県,稲敷郡
3,34,茨城県,新治郡のうち霞ヶ浦町、玉里村、千代田町及び新治村
3,34,茨城県,筑波郡
3,34,茨城県,北相馬郡
3,34,埼玉県,川口市
3,34,埼玉県,浦和市
3,34,埼玉県,岩槻市
3,34,埼玉県,春日部市
3,34,埼玉県,草加市
3,34,埼玉県,越谷市
3,34,埼玉県,蕨市
3,34,埼玉県,戸田市
3,34,埼玉県,鳩ヶ谷市
3,34,埼玉県,朝霧市
3,34,埼玉県,志木市
3,34,埼玉県,和光市
3,34,埼玉県,新座市
3,34,埼玉県,八潮市
3,34,埼玉県,三郷市
3,34,埼玉県,吉川市
3,34,埼玉県,北葛飾郡のうち松伏町及び庄和町
3,34,埼玉県,千葉県のうち市川市
3,34,埼玉県,船橋市
3,34,埼玉県,松戸市
3,34,埼玉県,野田市
3,34,埼玉県,柏市
3,34,埼玉県,流山市
3,34,埼玉県,八千代市
3,34,埼玉県,我孫子市
3,34,埼玉県,鎌ヶ谷市
3,34,埼玉県,浦安市
3,34,埼玉県,印西市
3,34,埼玉県,東葛飾郡
3,34,埼玉県,印旛郡のうち白井町
3,34,東京都,23区
3,34,東京都,武蔵野市
3,34,東京都,三鷹市
3,34,東京都,府中市
3,34,東京都,調布市
3,34,東京都,町田市
3,34,東京都,小金井市
3,34,東京都,小平市
3,34,東京都,国分寺市
3,34,東京都,国立市
3,34,東京都,田無市
3,34,東京都,保谷市
3,34,東京都,狛江市
3,34,東京都,清瀬市
3,34,東京都,東久留米市
3,34,東京都,多摩市
3,34,東京都,稲城市
3,34,神奈川県,横浜市
3,34,神奈川県,川崎市
3,34,神奈川県,平塚市
3,34,神奈川県,鎌倉市
3,34,神奈川県,藤沢市
3,34,神奈川県,小田原市
3,34,神奈川県,茅ヶ崎市
3,34,神奈川県,相模原市
3,34,神奈川県,秦野市
3,34,神奈川県,厚木市
3,34,神奈川県,大和市
3,34,神奈川県,伊勢原市
3,34,神奈川県,海老名市
3,34,神奈川県,座間市
3,34,神奈川県,南足柄市
3,34,神奈川県,綾瀬市
3,34,神奈川県,高座郡
3,34,神奈川県,中郡
3,34,神奈川県,足柄上郡のうち中井町、大井町、松田町及び開成町
3,34,神奈川県,足柄下郡
3,34,神奈川県,愛甲郡
3,34,神奈川県,津久井郡のうち城山町
3,34,岐阜県,岐阜市
3,34,岐阜県,大垣市
3,34,岐阜県,羽島市
3,34,岐阜県,羽島郡
3,34,岐阜県,海津郡
3,34,岐阜県,養老郡
3,34,岐阜県,不破郡
3,34,岐阜県,安八郡
3,34,岐阜県,揖斐郡のうち揖斐川町、谷汲村、大野町、池田町、春日村及び久瀬村
3,34,岐阜県,本巣郡のうち北方町、本巣町、穂積町、巣南町、真正町及び糸貫町
3,34,静岡県,沼津市
3,34,静岡県,熱海市
3,34,静岡県,三島市
3,34,静岡県,富士市
3,34,静岡県,御殿場市
3,34,静岡県,裾野市
3,34,静岡県,賀茂郡のうち松崎町、西伊豆町及び賀茂村
3,34,静岡県,田方郡
3,34,静岡県,駿東郡
3,34,愛知県,名古屋市
3,34,愛知県,岡崎市
3,34,愛知県,一宮市
3,34,愛知県,半田市
3,34,愛知県,津島市
3,34,愛知県,碧南市
3,34,愛知県,刈谷市
3,34,愛知県,安城市
3,34,愛知県,西尾市
3,34,愛知県,蒲郡市
3,34,愛知県,常滑市
3,34,愛知県,江南市
3,34,愛知県,尾西市
3,34,愛知県,稲沢市
3,34,愛知県,東海市
3,34,愛知県,大府市
3,34,愛知県,知多市
3,34,愛知県,知立市
3,34,愛知県,高浜市
3,34,愛知県,岩倉市
3,34,愛知県,豊明市
3,34,愛知県,西春日井郡
3,34,愛知県,葉栗郡
3,34,愛知県,中島郡
3,34,愛知県,海部郡
3,34,愛知県,知多郡
3,34,愛知県,幡豆郡
3,34,愛知県,額田郡のうち幸田町
3,34,愛知県,渥美郡
3,34,三重県,
3,34,滋賀県,彦根市
3,34,滋賀県,長浜市
3,34,滋賀県,近江八幡市
3,34,滋賀県,八日市市
3,34,滋賀県,野洲郡
3,34,滋賀県,甲賀郡
3,34,滋賀県,蒲生郡
3,34,滋賀県,神崎郡
3,34,滋賀県,愛知郡
3,34,滋賀県,犬上郡
3,34,滋賀県,坂田郡
3,34,滋賀県,東浅井郡
3,34,大阪府,大阪市
3,34,大阪府,堺市
3,34,大阪府,岸和田市
3,34,大阪府,豊中市
3,34,大阪府,池田市
3,34,大阪府,吹田市
3,34,大阪府,泉大津市
3,34,大阪府,貝塚市
3,34,大阪府,守口市
3,34,大阪府,茨木市
3,34,大阪府,泉佐野市
3,34,大阪府,富田林市
3,34,大阪府,河内長野市
3,34,大阪府,松原市
3,34,大阪府,和泉市
3,34,大阪府,箕面市
3,34,大阪府,羽曳野市
3,34,大阪府,門真市
3,34,大阪府,摂津市
3,34,大阪府,高石市
3,34,大阪府,藤井寺市
3,34,大阪府,泉南市
3,34,大阪府,大阪狭山市
3,34,大阪府,阪南市
3,34,大阪府,豊能郡
3,34,大阪府,泉北郡
3,34,大阪府,泉南郡
3,34,大阪府,南河内郡のうち美原町
3,34,兵庫県,神戸市
3,34,兵庫県,尼崎市
3,34,兵庫県,明石市
3,34,兵庫県,西宮市
3,34,兵庫県,洲本市
3,34,兵庫県,芦屋市
3,34,兵庫県,伊丹市
3,34,兵庫県,加古川市
3,34,兵庫県,宝塚市
3,34,兵庫県,三木市
3,34,兵庫県,高砂市
3,34,兵庫県,川西市
3,34,兵庫県,小野市
3,34,兵庫県,三田市
3,34,兵庫県,川辺郡
3,34,兵庫県,美嚢郡
3,34,兵庫県,加東郡
3,34,兵庫県,加古郡
3,34,兵庫県,津名郡
3,34,兵庫県,三原郡
3,34,奈良県,五條市
3,34,奈良県,吉野郡
3,34,奈良県,宇陀郡のうち曽爾村及び御杖村
3,34,和歌山県,
3,34,島根県,鹿足郡のうち津和野町、柿木村及び六日市町
3,34,広島県,呉市
3,34,広島県,因島市
3,34,広島県,大竹市
3,34,広島県,廿日市市
3,34,広島県,安芸郡のうち海田町、熊野町、坂町、江田島町、音戸町、倉橋町、下蒲刈町及び蒲刈町
3,34,広島県,佐伯郡のうち大野町、佐伯町、宮島町、能美町、沖美町及び大柿町
3,34,広島県,賀茂郡のうち黒瀬町
3,34,広島県,豊田郡のうち安芸津町、安浦町、川尻町、豊浜町、豊町、大崎町、東野町、木江町及び瀬戸田町
3,34,山口県,
3,34,徳島県,三好郡のうち三野町、三好町、池田町及び山城町
3,34,香川県,
3,34,愛媛県,
3,34,高知県,土佐郡のうち大川村及び本川村
3,34,高知県,吾川郡のうち池川町
3,34,福岡県,北九州市
3,34,福岡県,福岡市
3,34,福岡県,大牟田市
3,34,福岡県,久留米市
3,34,福岡県,直方市
3,34,福岡県,飯塚市
3,34,福岡県,田川市
3,34,福岡県,柳川市
3,34,福岡県,筑後市
3,34,福岡県,大川市
3,34,福岡県,行橋市
3,34,福岡県,中間市
3,34,福岡県,築紫野市
3,34,福岡県,春日市
3,34,福岡県,大野城市
3,34,福岡県,宗像市
3,34,福岡県,太宰府市
3,34,福岡県,前原市
3,34,福岡県,古賀市
3,34,福岡県,筑紫郡
3,34,福岡県,糟屋郡
3,34,福岡県,宗像郡
3,34,福岡県,遠賀郡
3,34,福岡県,鞍手郡
3,34,福岡県,嘉穂郡のうち筑穂町、穂波町、庄内町及び頴田町
3,34,福岡県,糸島郡
3,34,福岡県,三瀦郡
3,34,福岡県,山門郡
3,34,福岡県,三池郡
3,34,福岡県,田川郡のうち香春町、金田町、糸田町、赤池町及び方城町
3,34,福岡県,京都郡のうち苅田町、勝山町及び豊津町
3,34,佐賀県,
3,34,長崎県,長崎市
3,34,長崎県,佐世保市
3,34,長崎県,島原市
3,34,長崎県,諫早市
3,34,長崎県,大村市
3,34,長崎県,平戸市
3,34,長崎県,松浦市
3,34,長崎県,西彼杵郡
3,34,長崎県,東彼杵郡
3,34,長崎県,北高来郡
3,34,長崎県,南高来郡
3,34,長崎県,北松浦郡
3,34,長崎県,南松浦郡のうち若松町、上五島町、新魚目町、有川町及び奈良尾町
3,34,長崎県,壱岐郡下県郡
3,34,長崎県,上県郡
3,34,熊本県,熊本市
3,34,熊本県,八代市
3,34,熊本県,人吉市
3,34,熊本県,荒尾市
3,34,熊本県,水俣市
3,34,熊本県,玉名市
3,34,熊本県,本渡市
3,34,熊本県,牛深市
3,34,熊本県,宇土市
3,34,熊本県,宇土郡
3,34,熊本県,下益城郡
3,34,熊本県,玉名郡のうち岱明町、横島町、天水町、玉東町及び長洲町
3,34,熊本県,上益城郡
3,34,熊本県,八代郡
3,34,熊本県,葦北郡
3,34,熊本県,球磨郡
3,34,熊本県,天草郡
3,34,宮崎県,延岡市
3,34,宮崎県,日向市
3,34,宮崎県,西都市
3,34,宮崎県,西諸県郡のうち須木村
3,34,宮崎県,児湯郡
3,34,宮崎県,東臼杵郡のうち門川町、東郷町、南郷村
3,34,宮崎県,、西郷村、北郷村、北方町、北浦町、諸塚村及び椎葉村
3,34,宮崎県,西臼杵郡のうち五ケ瀬町
4,36,北海道,山越郡
4,36,北海道,桧山郡
4,36,北海道,爾志郡
4,36,北海道,久遠郡
4,36,北海道,奥尻郡
4,36,北海道,瀬棚郡
4,36,北海道,島牧郡
4,36,北海道,寿都郡
4,36,北海道,岩内郡のうち岩内町
4,36,北海道,磯谷郡
4,36,北海道,古宇郡
4,36,茨城県,鹿嶋市
4,36,茨城県,鹿島郡のうち神栖町及び波崎町
4,36,茨城県,行方郡のうち牛堀町及び潮来町
4,36,千葉県,千葉市
4,36,千葉県,佐原市
4,36,千葉県,成田市
4,36,千葉県,佐倉市
4,36,千葉県,習志野市
4,36,千葉県,四街道市
4,36,千葉県,八街市
4,36,千葉県,印旛郡のうち酒々井町、富里町、印旛村、本埜村及び栄町
4,36,千葉県,香取郡
4,36,千葉県,山武郡のうち山武町及び芝山町
4,36,神奈川県,横須賀市
4,36,神奈川県,逗子市
4,36,神奈川県,三浦市
4,36,神奈川県,三浦郡
4,36,静岡県,伊東市
4,36,静岡県,下田市
4,36,静岡県,加茂郡のうち東伊豆町、河津町及び南伊豆町
4,36,徳島県,徳島市
4,36,徳島県,鳴門市
4,36,徳島県,小松島市
4,36,徳島県,阿南市
4,36,徳島県,勝浦郡
4,36,徳島県,名東郡
4,36,徳島県,名西郡
4,36,徳島県,那賀郡のうち那賀川町及び羽ノ浦町板野郡
4,36,徳島県,阿波郡
4,36,徳島県,麻植郡
4,36,徳島県,美馬郡
4,36,徳島県,三好郡のうち井川町、三加茂町、東祖谷山村及び西祖谷山村
4,36,高知県,宿毛市
4,36,高知県,長岡郡
4,36,高知県,土佐郡のうち鏡村、土佐山村及び土佐町
4,36,高知県,吾川郡のうち伊野町、吾川村及び吾北村
4,36,高知県,高岡郡のうち佐川町、越知町、梼原町、大野見村、東津野村、葉山村、仁掟村及び日高村
4,36,高知県,幡多郡のうち大正町、大月町、十和村、西土佐村及び三原村
4,36,長崎県,福江市
4,36,長崎県,南松浦郡のうち富江町、玉之浦町、三井楽町、岐宿窓及び奈留町
4,36,宮崎県,宮崎市
4,36,宮崎県,都城市
4,36,宮崎県,日南市
4,36,宮崎県,小林市
4,36,宮崎県,串間市
4,36,宮崎県,えびの市
4,36,宮崎県,宮崎郡
4,36,宮崎県,南那珂郡
4,36,宮崎県,北諸県郡
4,36,宮崎県,西諸県郡のうち高原町及び野尻町
4,36,宮崎県,東諸県郡
4,36,鹿児島県,川内市
4,36,鹿児島県,阿久根市
4,36,鹿児島県,出水市
4,36,鹿児島県,大口市
4,36,鹿児島県,国分市
4,36,鹿児島県,鹿児島郡のうち吉田町
4,36,鹿児島県,薩摩郡のうち樋脇町、入来町、東郷町、宮之城町、鶴田町、薩摩町及び祁答院町
4,36,鹿児島県,出水郡
4,36,鹿児島県,伊佐郡
4,36,鹿児島県,姶良郡
4,36,鹿児島県,曽於郡
5,38,千葉県,銚子市
5,38,千葉県,館山市
5,38,千葉県,木更津市
5,38,千葉県,茂原市
5,38,千葉県,東金市
5,38,千葉県,八日市場市
5,38,千葉県,旭市
5,38,千葉県,勝浦市
5,38,千葉県,市原市
5,38,千葉県,鴨川市
5,38,千葉県,君津市
5,38,千葉県,富津市
5,38,千葉県,袖ヶ浦市
5,38,千葉県,海上郡
5,38,千葉県,匝瑳郡
5,38,千葉県,山武郡のうち大網白里町、九十九里町、成東町、蓮沼村、松尾町及び横芝町
5,38,千葉県,長生郡
5,38,千葉県,夷隅郡
5,38,千葉県,安房郡
5,38,東京都,大島町
5,38,東京都,利島村
5,38,東京都,新島村
5,38,東京都,神津島村
5,38,東京都,三宅村
5,38,東京都,御蔵島村
5,38,徳島県,那賀郡のうち鷲敷町、相生町、上那賀町、木沢村及び木頭村
5,38,徳島県,海部郡
5,38,高知県,高知市
5,38,高知県,安芸市
5,38,高知県,南国市
5,38,高知県,土佐市
5,38,高知県,須崎市
5,38,高知県,中村市
5,38,高知県,土佐清水市
5,38,高知県,安芸郡のうち馬路村及び芸西村
5,38,高知県,香美郡
5,38,高知県,吾川郡のうち春野町
5,38,高知県,高岡郡のうち中土佐町及び窪川町
5,38,高知県,幡多郡のうち佐賀町及び大方町
5,38,鹿児島県,鹿児島市
5,38,鹿児島県,鹿屋市
5,38,鹿児島県,串木野市
5,38,鹿児島県,垂水市
5,38,鹿児島県,鹿児島郡のうち桜島町
5,38,鹿児島県,肝属郡のうち串良町、東串良町、高山町、吾平町、内之浦町及び大根占町
5,38,鹿児島県,日置郡のうち市来町、東市来町、伊集院町、松元町、郡山町、日吉町及び吹上町
6,40,高知県,室戸市
6,40,高知県,安芸郡のうち東洋町、奈半利町、田野町、安田町及び北川村
6,40,鹿児島県,枕崎市
6,40,鹿児島県,指宿市
6,40,鹿児島県,加世田市
6,40,鹿児島県,西之表市
6,40,鹿児島県,揖宿郡
6,40,鹿児島県,川辺郡
6,40,鹿児島県,日置郡のうち金蜂町
6,40,鹿児島県,薩摩郡のうち里村、上甑村、下甑村及び鹿島村
6,40,鹿児島県,肝属郡のうち根占町、田代町及び佐多町
7,42,東京都,八丈町
7,42,東京都,青ケ島村
7,42,東京都,小笠原村
7,42,鹿児島県,熊毛郡のうち中種子町及び南種子町
8,44,鹿児島県,鹿児島郡のうち三島村
8,44,鹿児島県,熊毛郡のうち上尾久町及び屋久町
9,46,鹿児島県,名瀬市
9,46,鹿児島県,鹿児島郡のうち十島村
9,46,鹿児島県,大島郡
9,46,沖縄県,
